Record, Frame Rate,,,,,,,,Min FPS,Max FPS,Avg FPS
1,51.38437,,,,,,,,51.38437,59.67806,59.60700418
2,59.61623,,,,,,,,,,
3,59.61778,,,,,,,,,,
4,59.61838,,,,,,,,,,
5,59.61848,,,,,,,,,,
6,59.61813,,,,,,,,,,
7,59.61765,,,,,,,,,,
8,59.61719,,,,,,,,,,
9,59.67138,,,,,,,,,,
10,59.62414,,,,,,,,,,
11,59.62324,,,,,,,,,,
12,59.6235,,,,,,,,,,
13,59.62329,,,,,,,,,,
14,59.62457,,,,,,,,,,
15,59.62349,,,,,,,,,,
16,59.62334,,,,,,,,,,
17,59.62225,,,,,,,,,,
18,59.62344,,,,,,,,,,
19,59.6235,,,,,,,,,,
20,59.62403,,,,,,,,,,
21,59.62203,,,,,,,,,,
22,59.62324,,,,,,,,,,
23,59.62359,,,,,,,,,,
24,59.62345,,,,,,,,,,
25,59.62334,,,,,,,,,,
26,59.62315,,,,,,,,,,
27,59.6236,,,,,,,,,,
28,59.62353,,,,,,,,,,
29,59.6242,,,,,,,,,,
30,59.62365,,,,,,,,,,
31,59.62308,,,,,,,,,,
32,59.62408,,,,,,,,,,
33,59.62379,,,,,,,,,,
34,59.62312,,,,,,,,,,
35,59.62312,,,,,,,,,,
36,59.62445,,,,,,,,,,
37,59.62344,,,,,,,,,,
38,59.6232,,,,,,,,,,
39,59.62226,,,,,,,,,,
40,59.62226,,,,,,,,,,
41,59.62392,,,,,,,,,,
42,59.62352,,,,,,,,,,
43,59.6231,,,,,,,,,,
44,59.62331,,,,,,,,,,
45,59.62339,,,,,,,,,,
46,59.62274,,,,,,,,,,
47,59.62321,,,,,,,,,,
48,59.62335,,,,,,,,,,
49,59.62364,,,,,,,,,,
50,59.62388,,,,,,,,,,
51,59.62399,,,,,,,,,,
52,59.62402,,,,,,,,,,
53,59.62242,,,,,,,,,,
54,59.62392,,,,,,,,,,
55,59.62363,,,,,,,,,,
56,59.62361,,,,,,,,,,
57,59.62359,,,,,,,,,,
58,59.6218,,,,,,,,,,
59,59.62336,,,,,,,,,,
60,59.62433,,,,,,,,,,
61,59.62289,,,,,,,,,,
62,59.62299,,,,,,,,,,
63,59.62247,,,,,,,,,,
64,59.62406,,,,,,,,,,
65,59.62508,,,,,,,,,,
66,59.62329,,,,,,,,,,
67,59.6232,,,,,,,,,,
68,59.62423,,,,,,,,,,
69,59.62208,,,,,,,,,,
70,59.62326,,,,,,,,,,
71,59.62331,,,,,,,,,,
72,59.62437,,,,,,,,,,
73,59.62341,,,,,,,,,,
74,59.62327,,,,,,,,,,
75,59.62202,,,,,,,,,,
76,59.62265,,,,,,,,,,
77,59.62347,,,,,,,,,,
78,59.62359,,,,,,,,,,
79,59.62368,,,,,,,,,,
80,59.62312,,,,,,,,,,
81,59.62373,,,,,,,,,,
82,59.62421,,,,,,,,,,
83,59.62346,,,,,,,,,,
84,59.62305,,,,,,,,,,
85,59.62289,,,,,,,,,,
86,59.62362,,,,,,,,,,
87,59.62374,,,,,,,,,,
88,59.62334,,,,,,,,,,
89,59.6228,,,,,,,,,,
90,59.62423,,,,,,,,,,
91,59.62389,,,,,,,,,,
92,59.6235,,,,,,,,,,
93,59.62317,,,,,,,,,,
94,59.62411,,,,,,,,,,
95,59.62317,,,,,,,,,,
96,59.62397,,,,,,,,,,
97,59.62302,,,,,,,,,,
98,59.62318,,,,,,,,,,
99,59.62398,,,,,,,,,,
100,59.62325,,,,,,,,,,
101,59.62308,,,,,,,,,,
102,59.62376,,,,,,,,,,
103,59.6235,,,,,,,,,,
104,59.6237,,,,,,,,,,
105,59.6239,,,,,,,,,,
106,59.62383,,,,,,,,,,
107,59.62233,,,,,,,,,,
108,59.62402,,,,,,,,,,
109,59.62438,,,,,,,,,,
110,59.62325,,,,,,,,,,
111,59.62314,,,,,,,,,,
112,59.6217,,,,,,,,,,
113,59.62383,,,,,,,,,,
114,59.62362,,,,,,,,,,
115,59.62312,,,,,,,,,,
116,59.62347,,,,,,,,,,
117,59.62226,,,,,,,,,,
118,59.57713,,,,,,,,,,
119,59.62276,,,,,,,,,,
120,59.62173,,,,,,,,,,
121,59.62197,,,,,,,,,,
122,59.62287,,,,,,,,,,
123,59.62212,,,,,,,,,,
124,59.62328,,,,,,,,,,
125,59.62124,,,,,,,,,,
126,59.6225,,,,,,,,,,
127,59.62153,,,,,,,,,,
128,59.62252,,,,,,,,,,
129,59.62216,,,,,,,,,,
130,59.62975,,,,,,,,,,
131,59.62199,,,,,,,,,,
132,59.62246,,,,,,,,,,
133,59.62268,,,,,,,,,,
134,59.62194,,,,,,,,,,
135,59.62159,,,,,,,,,,
136,59.62232,,,,,,,,,,
137,59.62214,,,,,,,,,,
138,59.62207,,,,,,,,,,
139,59.62218,,,,,,,,,,
140,59.57351,,,,,,,,,,
141,59.616,,,,,,,,,,
142,59.61541,,,,,,,,,,
143,59.61457,,,,,,,,,,
144,59.61501,,,,,,,,,,
145,59.61574,,,,,,,,,,
146,59.61477,,,,,,,,,,
147,59.61512,,,,,,,,,,
148,59.61511,,,,,,,,,,
149,59.61507,,,,,,,,,,
150,59.61579,,,,,,,,,,
151,59.61481,,,,,,,,,,
152,59.61532,,,,,,,,,,
153,59.61575,,,,,,,,,,
154,59.6158,,,,,,,,,,
155,59.61648,,,,,,,,,,
156,59.61462,,,,,,,,,,
157,59.6161,,,,,,,,,,
158,59.61609,,,,,,,,,,
159,59.61555,,,,,,,,,,
160,59.61543,,,,,,,,,,
161,59.61456,,,,,,,,,,
162,59.61522,,,,,,,,,,
163,59.61588,,,,,,,,,,
164,59.66897,,,,,,,,,,
165,59.62091,,,,,,,,,,
166,59.62136,,,,,,,,,,
167,59.62284,,,,,,,,,,
168,59.6226,,,,,,,,,,
169,59.6227,,,,,,,,,,
170,59.62289,,,,,,,,,,
171,59.6228,,,,,,,,,,
172,59.62279,,,,,,,,,,
173,59.62287,,,,,,,,,,
174,59.62291,,,,,,,,,,
175,59.57356,,,,,,,,,,
176,59.60976,,,,,,,,,,
177,59.61068,,,,,,,,,,
178,59.60951,,,,,,,,,,
179,59.60936,,,,,,,,,,
180,59.60906,,,,,,,,,,
181,59.61001,,,,,,,,,,
182,59.60959,,,,,,,,,,
183,59.60994,,,,,,,,,,
184,59.60902,,,,,,,,,,
185,59.66045,,,,,,,,,,
186,59.62027,,,,,,,,,,
187,59.6185,,,,,,,,,,
188,59.61949,,,,,,,,,,
189,59.61982,,,,,,,,,,
190,59.61967,,,,,,,,,,
191,59.6193,,,,,,,,,,
192,59.61791,,,,,,,,,,
193,59.61959,,,,,,,,,,
194,59.61919,,,,,,,,,,
195,59.61906,,,,,,,,,,
196,59.61653,,,,,,,,,,
197,59.61911,,,,,,,,,,
198,59.61863,,,,,,,,,,
199,59.61921,,,,,,,,,,
200,59.61798,,,,,,,,,,
201,59.61959,,,,,,,,,,
202,59.61913,,,,,,,,,,
203,59.61975,,,,,,,,,,
204,59.57815,,,,,,,,,,
205,59.61152,,,,,,,,,,
206,59.61316,,,,,,,,,,
207,59.61455,,,,,,,,,,
208,59.61248,,,,,,,,,,
209,59.61229,,,,,,,,,,
210,59.61209,,,,,,,,,,
211,59.66981,,,,,,,,,,
212,59.62576,,,,,,,,,,
213,59.62606,,,,,,,,,,
214,59.62602,,,,,,,,,,
215,59.62586,,,,,,,,,,
216,59.62592,,,,,,,,,,
217,59.62573,,,,,,,,,,
218,59.57276,,,,,,,,,,
219,59.61055,,,,,,,,,,
220,59.61062,,,,,,,,,,
221,59.61148,,,,,,,,,,
222,59.61121,,,,,,,,,,
223,59.60902,,,,,,,,,,
224,59.61201,,,,,,,,,,
225,59.66647,,,,,,,,,,
226,59.61813,,,,,,,,,,
227,59.61857,,,,,,,,,,
228,59.61705,,,,,,,,,,
229,59.61783,,,,,,,,,,
230,59.61818,,,,,,,,,,
231,59.61793,,,,,,,,,,
232,59.61794,,,,,,,,,,
233,59.61823,,,,,,,,,,
234,59.61871,,,,,,,,,,
235,59.61666,,,,,,,,,,
236,59.61795,,,,,,,,,,
237,59.61827,,,,,,,,,,
238,59.61834,,,,,,,,,,
239,59.61858,,,,,,,,,,
240,59.61741,,,,,,,,,,
241,59.61758,,,,,,,,,,
242,59.6182,,,,,,,,,,
243,59.61809,,,,,,,,,,
244,59.61747,,,,,,,,,,
245,59.61747,,,,,,,,,,
246,59.61685,,,,,,,,,,
247,59.61814,,,,,,,,,,
248,59.61774,,,,,,,,,,
249,59.61865,,,,,,,,,,
250,59.61785,,,,,,,,,,
251,59.61807,,,,,,,,,,
252,59.61848,,,,,,,,,,
253,59.6179,,,,,,,,,,
254,59.61783,,,,,,,,,,
255,59.61877,,,,,,,,,,
256,59.61862,,,,,,,,,,
257,59.61822,,,,,,,,,,
258,59.618,,,,,,,,,,
259,59.61662,,,,,,,,,,
260,59.61825,,,,,,,,,,
261,59.55664,,,,,,,,,,
262,59.61755,,,,,,,,,,
263,59.61769,,,,,,,,,,
264,59.61664,,,,,,,,,,
265,59.61827,,,,,,,,,,
266,59.60918,,,,,,,,,,
267,59.61862,,,,,,,,,,
268,59.61764,,,,,,,,,,
269,59.61847,,,,,,,,,,
270,59.61872,,,,,,,,,,
271,59.61831,,,,,,,,,,
272,59.61734,,,,,,,,,,
273,59.61896,,,,,,,,,,
274,59.61843,,,,,,,,,,
275,59.61928,,,,,,,,,,
276,59.61793,,,,,,,,,,
277,59.61683,,,,,,,,,,
278,59.61856,,,,,,,,,,
279,59.61818,,,,,,,,,,
280,59.61882,,,,,,,,,,
281,59.61795,,,,,,,,,,
282,59.61697,,,,,,,,,,
283,59.61853,,,,,,,,,,
284,59.61852,,,,,,,,,,
285,59.61791,,,,,,,,,,
286,59.61803,,,,,,,,,,
287,59.61847,,,,,,,,,,
288,59.61844,,,,,,,,,,
289,59.66979,,,,,,,,,,
290,59.62301,,,,,,,,,,
291,59.62334,,,,,,,,,,
292,59.62381,,,,,,,,,,
293,59.62305,,,,,,,,,,
294,59.62202,,,,,,,,,,
295,59.62189,,,,,,,,,,
296,59.62374,,,,,,,,,,
297,59.62299,,,,,,,,,,
298,59.62276,,,,,,,,,,
299,59.62228,,,,,,,,,,
300,59.62225,,,,,,,,,,
301,59.62357,,,,,,,,,,
302,59.57,,,,,,,,,,
303,59.61521,,,,,,,,,,
304,59.61457,,,,,,,,,,
305,59.61609,,,,,,,,,,
306,59.61454,,,,,,,,,,
307,59.61487,,,,,,,,,,
308,59.6137,,,,,,,,,,
309,59.61488,,,,,,,,,,
310,59.60693,,,,,,,,,,
311,59.61486,,,,,,,,,,
312,59.61325,,,,,,,,,,
313,59.61368,,,,,,,,,,
314,59.61511,,,,,,,,,,
315,59.61457,,,,,,,,,,
316,59.61544,,,,,,,,,,
317,59.61454,,,,,,,,,,
318,59.61463,,,,,,,,,,
319,59.61514,,,,,,,,,,
320,59.61602,,,,,,,,,,
321,59.61414,,,,,,,,,,
322,59.672,,,,,,,,,,
323,59.62113,,,,,,,,,,
324,59.62086,,,,,,,,,,
325,59.6207,,,,,,,,,,
326,59.61944,,,,,,,,,,
327,59.62075,,,,,,,,,,
328,59.61982,,,,,,,,,,
329,59.61823,,,,,,,,,,
330,59.62004,,,,,,,,,,
331,59.61961,,,,,,,,,,
332,59.62062,,,,,,,,,,
333,59.61678,,,,,,,,,,
334,59.62059,,,,,,,,,,
335,59.6204,,,,,,,,,,
336,59.62103,,,,,,,,,,
337,59.62084,,,,,,,,,,
338,59.62115,,,,,,,,,,
339,59.62049,,,,,,,,,,
340,59.62075,,,,,,,,,,
341,59.62125,,,,,,,,,,
342,59.62062,,,,,,,,,,
343,59.62064,,,,,,,,,,
344,59.61968,,,,,,,,,,
345,59.62072,,,,,,,,,,
346,59.61987,,,,,,,,,,
347,59.62087,,,,,,,,,,
348,59.62024,,,,,,,,,,
349,59.61971,,,,,,,,,,
350,59.62108,,,,,,,,,,
351,59.62068,,,,,,,,,,
352,59.61991,,,,,,,,,,
353,59.62039,,,,,,,,,,
354,59.62051,,,,,,,,,,
355,59.62075,,,,,,,,,,
356,59.62043,,,,,,,,,,
357,59.62009,,,,,,,,,,
358,59.62102,,,,,,,,,,
359,59.62075,,,,,,,,,,
360,59.6211,,,,,,,,,,
361,59.67189,,,,,,,,,,
362,59.62615,,,,,,,,,,
363,59.62666,,,,,,,,,,
364,59.62709,,,,,,,,,,
365,59.62654,,,,,,,,,,
366,59.62565,,,,,,,,,,
367,59.62529,,,,,,,,,,
368,59.6264,,,,,,,,,,
369,59.62711,,,,,,,,,,
370,59.62709,,,,,,,,,,
371,59.62656,,,,,,,,,,
372,59.62649,,,,,,,,,,
373,59.62695,,,,,,,,,,
374,59.62873,,,,,,,,,,
375,59.6266,,,,,,,,,,
376,59.62669,,,,,,,,,,
377,59.62676,,,,,,,,,,
378,59.6272,,,,,,,,,,
379,59.62646,,,,,,,,,,
380,59.62631,,,,,,,,,,
381,59.62688,,,,,,,,,,
382,59.62743,,,,,,,,,,
383,59.62598,,,,,,,,,,
384,59.62688,,,,,,,,,,
385,59.62616,,,,,,,,,,
386,59.62648,,,,,,,,,,
387,59.57906,,,,,,,,,,
388,59.62083,,,,,,,,,,
389,59.6208,,,,,,,,,,
390,59.6208,,,,,,,,,,
391,59.6213,,,,,,,,,,
392,59.62036,,,,,,,,,,
393,59.6207,,,,,,,,,,
394,59.62049,,,,,,,,,,
395,59.62089,,,,,,,,,,
396,59.62048,,,,,,,,,,
397,59.62022,,,,,,,,,,
398,59.61985,,,,,,,,,,
399,59.62046,,,,,,,,,,
400,59.62094,,,,,,,,,,
401,59.62036,,,,,,,,,,
402,59.62061,,,,,,,,,,
403,59.61937,,,,,,,,,,
404,59.63424,,,,,,,,,,
405,59.62111,,,,,,,,,,
406,59.62057,,,,,,,,,,
407,59.62014,,,,,,,,,,
408,59.62001,,,,,,,,,,
409,59.61987,,,,,,,,,,
410,59.62065,,,,,,,,,,
411,59.62042,,,,,,,,,,
412,59.67806,,,,,,,,,,
413,59.62894,,,,,,,,,,
414,59.62886,,,,,,,,,,
415,59.6284,,,,,,,,,,
416,59.62829,,,,,,,,,,
417,59.62809,,,,,,,,,,
418,59.62909,,,,,,,,,,
419,59.62879,,,,,,,,,,
420,59.62842,,,,,,,,,,
421,59.62786,,,,,,,,,,
422,59.631,,,,,,,,,,
423,59.63076,,,,,,,,,,
424,59.63198,,,,,,,,,,
425,59.62965,,,,,,,,,,
426,59.63099,,,,,,,,,,
427,59.6315,,,,,,,,,,
428,59.58259,,,,,,,,,,
429,59.61994,,,,,,,,,,
430,59.61903,,,,,,,,,,
431,59.62015,,,,,,,,,,
432,59.62,,,,,,,,,,
433,59.61979,,,,,,,,,,
434,59.61896,,,,,,,,,,
435,59.61979,,,,,,,,,,
436,59.61341,,,,,,,,,,
437,59.61998,,,,,,,,,,
438,59.6196,,,,,,,,,,
439,59.67147,,,,,,,,,,
440,59.62434,,,,,,,,,,
441,59.62519,,,,,,,,,,
442,59.62447,,,,,,,,,,
443,59.62452,,,,,,,,,,
444,59.6236,,,,,,,,,,
445,59.62436,,,,,,,,,,
446,59.62469,,,,,,,,,,
447,59.62428,,,,,,,,,,
448,59.62431,,,,,,,,,,
449,59.62421,,,,,,,,,,
450,59.62522,,,,,,,,,,
451,59.62461,,,,,,,,,,
452,59.62479,,,,,,,,,,
453,59.57334,,,,,,,,,,
454,59.6168,,,,,,,,,,
455,59.61576,,,,,,,,,,
456,59.61569,,,,,,,,,,
457,59.61461,,,,,,,,,,
458,59.61654,,,,,,,,,,
459,59.6716,,,,,,,,,,
460,59.62734,,,,,,,,,,
461,59.62553,,,,,,,,,,
462,59.62683,,,,,,,,,,
463,59.62712,,,,,,,,,,
464,59.62696,,,,,,,,,,
465,59.628,,,,,,,,,,
466,59.62708,,,,,,,,,,
467,59.62848,,,,,,,,,,
468,59.62779,,,,,,,,,,
469,59.62664,,,,,,,,,,
470,59.62688,,,,,,,,,,
471,59.62802,,,,,,,,,,
472,59.62725,,,,,,,,,,
473,59.62717,,,,,,,,,,
474,59.6273,,,,,,,,,,
475,59.62721,,,,,,,,,,
476,59.62717,,,,,,,,,,
477,59.62725,,,,,,,,,,
478,59.62736,,,,,,,,,,
479,59.62712,,,,,,,,,,
480,59.62582,,,,,,,,,,
481,59.62719,,,,,,,,,,
482,59.62774,,,,,,,,,,
483,59.62683,,,,,,,,,,
484,59.62655,,,,,,,,,,
485,59.62686,,,,,,,,,,
486,59.62748,,,,,,,,,,
487,59.62755,,,,,,,,,,
488,59.62692,,,,,,,,,,
489,59.62723,,,,,,,,,,
490,59.6269,,,,,,,,,,
491,59.62794,,,,,,,,,,
492,59.62728,,,,,,,,,,
493,59.62651,,,,,,,,,,
494,59.62765,,,,,,,,,,
495,59.62765,,,,,,,,,,
496,59.62746,,,,,,,,,,
497,59.62686,,,,,,,,,,
498,59.58143,,,,,,,,,,
499,59.62392,,,,,,,,,,
500,59.62239,,,,,,,,,,
501,59.62875,,,,,,,,,,
502,59.62303,,,,,,,,,,
503,59.62303,,,,,,,,,,
504,59.62362,,,,,,,,,,
505,59.62368,,,,,,,,,,
506,59.62307,,,,,,,,,,
507,59.62696,,,,,,,,,,
508,59.6243,,,,,,,,,,
509,59.6237,,,,,,,,,,
510,59.62387,,,,,,,,,,
511,59.62253,,,,,,,,,,
512,59.62362,,,,,,,,,,
513,59.62372,,,,,,,,,,
514,59.62402,,,,,,,,,,
515,59.62293,,,,,,,,,,
516,59.62155,,,,,,,,,,
517,59.62408,,,,,,,,,,
518,59.62357,,,,,,,,,,
519,59.62305,,,,,,,,,,
520,59.62325,,,,,,,,,,
521,59.60463,,,,,,,,,,
522,59.62303,,,,,,,,,,
523,59.62329,,,,,,,,,,
524,59.62379,,,,,,,,,,
525,59.62368,,,,,,,,,,
526,59.62339,,,,,,,,,,
527,59.6238,,,,,,,,,,
528,59.6237,,,,,,,,,,
529,59.62323,,,,,,,,,,
530,59.62346,,,,,,,,,,
531,59.62436,,,,,,,,,,
532,59.62368,,,,,,,,,,
533,59.62326,,,,,,,,,,
534,59.62251,,,,,,,,,,
535,59.6235,,,,,,,,,,
536,59.62009,,,,,,,,,,
537,59.62286,,,,,,,,,,
538,59.621,,,,,,,,,,
539,59.62253,,,,,,,,,,
540,59.62295,,,,,,,,,,
541,59.62433,,,,,,,,,,
542,59.62305,,,,,,,,,,
543,59.62298,,,,,,,,,,
544,59.62362,,,,,,,,,,
545,59.62388,,,,,,,,,,
546,59.62439,,,,,,,,,,
547,59.62262,,,,,,,,,,
548,59.62364,,,,,,,,,,
549,59.62322,,,,,,,,,,
550,59.6236,,,,,,,,,,
551,59.62317,,,,,,,,,,
552,59.62204,,,,,,,,,,
553,59.62341,,,,,,,,,,
554,59.62352,,,,,,,,,,
555,59.62251,,,,,,,,,,
556,59.62301,,,,,,,,,,
557,59.62258,,,,,,,,,,
558,59.62305,,,,,,,,,,
559,59.6227,,,,,,,,,,
560,59.62728,,,,,,,,,,
561,59.56956,,,,,,,,,,
562,59.61031,,,,,,,,,,
563,59.61015,,,,,,,,,,
564,59.61029,,,,,,,,,,
565,59.60917,,,,,,,,,,
566,59.6106,,,,,,,,,,
567,59.61003,,,,,,,,,,
568,59.62295,,,,,,,,,,
569,59.61977,,,,,,,,,,
570,59.62017,,,,,,,,,,
571,59.62096,,,,,,,,,,
572,59.62077,,,,,,,,,,
573,59.62032,,,,,,,,,,
574,59.62,,,,,,,,,,
575,59.62047,,,,,,,,,,
576,59.62114,,,,,,,,,,
577,59.62067,,,,,,,,,,